timestamp,percentage,depth,notional
2026-03-27 00:15:39,1.00,59.52500000,4119122.03560000
2026-03-27 00:15:39,2.00,68.61200000,4754644.50830000
2026-03-27 00:15:39,3.00,76.85100000,5337382.58230000
2026-03-27 00:15:39,4.00,81.32900000,5655940.95640000
2026-03-27 00:15:39,5.00,81.91200000,5697963.23330000
2026-03-27 00:16:00,-5.00,89.22000000,6089965.95500000
2026-03-27 00:16:00,-4.00,88.53600000,6044991.71480000
2026-03-27 00:16:00,-3.00,84.19400000,5755714.61320000
2026-03-27 00:16:00,-2.00,71.63800000,4911221.18270000
2026-03-27 00:16:00,-1.00,61.98400000,4256366.50840000
2026-03-27 00:16:00,-0.20,9.92600000,683362.37340000
2026-03-27 00:16:00,0.20,5.65400000,390234.46870000
2026-03-27 00:16:00,1.00,59.55300000,4121046.60030000
2026-03-27 00:16:00,2.00,68.64000000,4756554.65860000
2026-03-27 00:16:00,3.00,77.55300000,5387149.83300000
2026-03-27 00:16:00,4.00,81.35700000,5657851.10670000
2026-03-27 00:16:00,5.00,81.94000000,5699873.38360000
2026-03-27 00:18:33,-5.00,86.94200000,5935831.34640000
2026-03-27 00:18:33,-4.00,86.25700000,5890753.25420000
2026-03-27 00:18:33,-3.00,81.25100000,5557060.76270000
2026-03-27 00:18:33,-2.00,67.36500000,4622248.54230000
2026-03-27 00:18:33,-1.00,59.37000000,4079295.54620000
2026-03-27 00:18:33,-0.20,6.52700000,449741.74040000
2026-03-27 00:18:33,0.20,6.53700000,451525.35740000
2026-03-27 00:18:33,1.00,58.68600000,4062259.66200000
2026-03-27 00:18:33,2.00,68.67900000,4761450.35380000
2026-03-27 00:18:33,3.00,78.03800000,5424273.59340000
2026-03-27 00:18:33,4.00,80.50000000,5599672.03830000
2026-03-27 00:18:33,5.00,81.07700000,5641266.78600000
2026-03-27 00:19:00,-5.00,87.52500000,5976143.50870000
2026-03-27 00:19:00,-4.00,86.84000000,5931065.41650000
2026-03-27 00:19:00,-3.00,81.83400000,5597372.92500000
2026-03-27 00:19:00,-2.00,67.94800000,4662560.70460000
2026-03-27 00:19:00,-1.00,60.09900000,4129579.04130000
2026-03-27 00:19:00,-0.20,6.87800000,473932.37100000
2026-03-27 00:19:00,0.20,7.05400000,487251.59970000
2026-03-27 00:19:00,1.00,58.07700000,4020228.67690000
2026-03-27 00:19:00,2.00,68.07000000,4719419.36870000
2026-03-27 00:19:00,3.00,77.42900000,5382242.60830000
2026-03-27 00:19:00,4.00,79.89100000,5557641.05320000
2026-03-27 00:19:00,5.00,80.46800000,5599235.80090000
2026-03-27 00:19:31,-5.00,86.70900000,5919121.68690000
2026-03-27 00:19:31,-4.00,86.01800000,5873643.03050000
2026-03-27 00:19:31,-3.00,81.01500000,5540151.24100000
2026-03-27 00:19:31,-2.00,68.46100000,4695389.10300000
2026-03-27 00:19:31,-1.00,59.42500000,4082256.81830000
2026-03-27 00:19:31,-0.20,7.72600000,532105.45510000
2026-03-27 00:19:31,0.20,7.34300000,507027.33650000
2026-03-27 00:19:31,1.00,59.70100000,4131764.25880000
2026-03-27 00:19:31,2.00,69.69500000,4831033.48110000
2026-03-27 00:19:31,3.00,79.05400000,5493856.89360000
2026-03-27 00:19:31,4.00,81.51200000,5668968.40930000
2026-03-27 00:19:31,5.00,82.09300000,5710850.08620000
2026-03-27 00:20:04,-5.00,86.28800000,5889390.43240000
2026-03-27 00:20:04,-4.00,85.59800000,5844012.97560000
2026-03-27 00:20:04,-3.00,80.54400000,5507144.98610000
2026-03-27 00:20:04,-2.00,68.22900000,4678519.44780000
2026-03-27 00:20:04,-1.00,59.04900000,4055683.14350000
2026-03-27 00:20:04,-0.20,7.47500000,514647.84770000
2026-03-27 00:20:04,0.20,5.59400000,386075.62170000
2026-03-27 00:20:04,1.00,59.86500000,4142315.71450000
2026-03-27 00:20:04,2.00,68.95500000,4778009.07910000
2026-03-27 00:20:04,3.00,78.54100000,5456352.32110000
2026-03-27 00:20:04,4.00,81.67100000,5679183.14920000
2026-03-27 00:20:04,5.00,82.25400000,5721205.42610000
2026-03-27 00:20:33,-5.00,68.02000000,4632865.24010000
2026-03-27 00:20:33,-4.00,67.38600000,4591213.91710000
2026-03-27 00:20:33,-3.00,64.43200000,4394766.72040000
2026-03-27 00:20:33,-2.00,50.67900000,3470501.47440000
2026-03-27 00:20:33,-1.00,40.78600000,2799538.35500000
2026-03-27 00:20:33,-0.20,4.04400000,278331.82920000
